t,angulo
6.60E-02,0.984664628
6.61E-02,0.982647402
1.32E-01,0.976218051
1.32E-01,0.961580502
1.98E-01,0.937632871
1.98E-01,0.907809872
2.64E-01,0.867302787
2.64E-01,0.820125232
3.30E-01,0.76300018
3.30E-01,0.697656001
3.96E-01,0.62536298
3.96E-01,0.548163039
4.62E-01,0.464990862
4.62E-01,0.374609214
5.28E-01,0.281446911
5.28E-01,0.18536062
5.94E-01,0.086955542
5.94E-01,-0.013693891
6.60E-01,-0.114502875
6.60E-01,-0.21338065
7.26E-01,-0.308278322
7.26E-01,-0.396675888
7.59E-01,-0.479443531
8.25E-01,-0.557252762
8.25E-01,-0.626180365
8.91E-01,-0.688488391
8.91E-01,-0.741767403
9.24E-01,-0.790248682
9.57E-01,-0.829993018
1.02E+00,-0.863505187
1.02E+00,-0.89005969
1.09E+00,-0.910072757
1.09E+00,-0.921117661
1.12E+00,-0.924534147
1.15E+00,-0.918325171
1.22E+00,-0.902689231
1.22E+00,-0.878113168
1.25E+00,-0.845379282
1.29E+00,-0.80322136
1.35E+00,-0.753170682
1.35E+00,-0.696578558
1.42E+00,-0.633323962
1.42E+00,-0.56461409
1.49E+00,-0.491314909
1.49E+00,-0.413149274
1.55E+00,-0.333184384
1.55E+00,-0.247898381
1.62E+00,-0.158389605
1.62E+00,-0.068590552
1.68E+00,0.024462096
1.68E+00,0.113765638
1.72E+00,0.199640717
1.78E+00,0.281407585
1.78E+00,0.358290809
1.85E+00,0.428637739
1.85E+00,0.493043796
1.91E+00,0.551448373
1.91E+00,0.604024265
1.98E+00,0.648580495
1.98E+00,0.687866404
2.05E+00,0.720692296
2.05E+00,0.747006818
2.11E+00,0.760670483
2.11E+00,0.776359961
2.18E+00,0.778252732
2.18E+00,0.778859895
2.24E+00,0.768956325
2.24E+00,0.754141119
2.31E+00,0.730259668
2.31E+00,0.700303465
2.38E+00,0.668807877
2.38E+00,0.627518941
2.44E+00,0.581615087
2.44E+00,0.527850235
2.51E+00,0.469015912
2.51E+00,0.40555518
2.57E+00,0.336328179
2.57E+00,0.263147452
2.64E+00,0.187263304
2.64E+00,0.112246019
2.67E+00,0.034364311
2.71E+00,-0.046311013
2.74E+00,-0.125041945
2.77E+00,-0.19971425
2.84E+00,-0.27093487
2.84E+00,-0.341445884
2.87E+00,-0.407285242
2.90E+00,-0.470919287
2.97E+00,-0.529169264
2.97E+00,-0.580465562
3.04E+00,-0.627219756
3.04E+00,-0.666398932
3.10E+00,-0.6985896
3.10E+00,-0.721828158
3.17E+00,-0.739405511
3.17E+00,-0.749548217
3.23E+00,-0.751347014
3.23E+00,-0.749147764
3.30E+00,-0.738369792
3.30E+00,-0.720648663
3.37E+00,-0.696488226
3.37E+00,-0.664079745
3.43E+00,-0.625455965
3.43E+00,-0.579661261
3.50E+00,-0.527444372
3.50E+00,-0.469563968
3.56E+00,-0.405065419
3.56E+00,-0.336544543
3.60E+00,-0.265246606
3.63E+00,-0.191882686
3.70E+00,-0.116657586
3.70E+00,-0.041505821
3.73E+00,0.033162865
3.76E+00,0.105926441
3.83E+00,0.17713433
3.83E+00,0.244930175
3.89E+00,0.310391037
3.89E+00,0.372765564
3.96E+00,0.4295765
3.96E+00,0.481028154
4.03E+00,0.528177083
4.03E+00,0.568517614
4.09E+00,0.603827483
4.09E+00,0.633193497
4.16E+00,0.655272644
4.16E+00,0.67079574
4.22E+00,0.680666208
4.22E+00,0.684092686
4.29E+00,0.681557147
4.29E+00,0.671695819
4.36E+00,0.656491186
4.36E+00,0.636048142
4.42E+00,0.608551036
4.42E+00,0.576759781
4.49E+00,0.538832109
4.49E+00,0.494321099
4.55E+00,0.445417456
4.55E+00,0.390097669
4.59E+00,0.331900655
4.65E+00,0.270170002
4.65E+00,0.206699526
4.72E+00,0.139834454
4.72E+00,0.072748054
4.78E+00,0.00452774
4.79E+00,-0.06317798
4.85E+00,-0.129106534
4.85E+00,-0.193093498
4.92E+00,-0.255037518
4.92E+00,-0.315432493
4.98E+00,-0.372446735
4.98E+00,-0.423683733
5.05E+00,-0.471150177
5.05E+00,-0.513249021
5.12E+00,-0.549718388
5.12E+00,-0.580418583
5.18E+00,-0.604416197
5.18E+00,-0.62224214
5.25E+00,-0.633525494
5.25E+00,-0.638775141
5.31E+00,-0.638177347
5.31E+00,-0.63203928
5.38E+00,-0.619052745
5.38E+00,-0.600580363
5.45E+00,-0.575656173
5.45E+00,-0.544399409
5.51E+00,-0.507372868
5.51E+00,-0.46392743
5.54E+00,-0.416900988
5.61E+00,-0.36302783
5.61E+00,-0.30422609
5.68E+00,-0.244162122
5.68E+00,-0.18103404
5.74E+00,-0.115696364
5.74E+00,-0.051353877
5.81E+00,0.01414654
5.81E+00,0.076793975
5.87E+00,0.139000405
5.87E+00,0.198910552
5.94E+00,0.256103484
5.94E+00,0.310272211
6.01E+00,0.360382315
6.01E+00,0.40611408
6.07E+00,0.447647977
6.07E+00,0.484591736
6.14E+00,0.51615996
6.14E+00,0.542138186
6.20E+00,0.563182699
6.20E+00,0.57743514
6.27E+00,0.586516557
6.27E+00,0.589706946
6.34E+00,0.588109756
6.34E+00,0.58106456
6.40E+00,0.567492802
6.40E+00,0.54976094
6.47E+00,0.525252893
6.47E+00,0.496914095
6.50E+00,0.462902125
6.57E+00,0.424347905
6.57E+00,0.381324278
6.63E+00,0.334127222
6.63E+00,0.282985973
6.70E+00,0.229750103
6.70E+00,0.172423499
6.76E+00,0.114211727
6.77E+00,0.054434433
6.83E+00,-0.006239142
6.83E+00,-0.066296839
6.90E+00,-0.123999078
6.90E+00,-0.180620729
6.96E+00,-0.234009319
6.96E+00,-0.286583232
7.03E+00,-0.335101552
7.03E+00,-0.380407143
7.10E+00,-0.421980781
7.10E+00,-0.459320164
7.16E+00,-0.490503923
7.16E+00,-0.516618473
7.23E+00,-0.538410332
7.23E+00,-0.553770693
7.29E+00,-0.562952813
7.29E+00,-0.566355531
7.36E+00,-0.564374857
7.36E+00,-0.557188154
7.43E+00,-0.544195779
7.43E+00,-0.5254001
7.46E+00,-0.502300708
7.52E+00,-0.472767982
7.52E+00,-0.440401751
7.59E+00,-0.40087616
7.59E+00,-0.356615126
7.66E+00,-0.31075642
7.66E+00,-0.260180218
7.72E+00,-0.20655548
7.72E+00,-0.149490812
7.79E+00,-0.092440993
7.79E+00,-0.035342687
7.85E+00,0.020914192
7.85E+00,0.077316701
7.92E+00,0.1318182
7.92E+00,0.183925057
7.99E+00,0.234868742
7.99E+00,0.282253976
8.02E+00,0.326006871
8.05E+00,0.366708108
8.12E+00,0.403859889
8.12E+00,0.435507393
8.18E+00,0.462992385
8.18E+00,0.486093113
8.25E+00,0.50361736
8.25E+00,0.516579624
8.32E+00,0.524221217
8.32E+00,0.526435565
8.38E+00,0.523531985
8.38E+00,0.51615454
8.41E+00,0.503115029
8.48E+00,0.485168569
8.48E+00,0.464124637
8.55E+00,0.437485657
8.55E+00,0.407144761
8.61E+00,0.371956471
8.61E+00,0.332882899
8.68E+00,0.291328585
8.68E+00,0.247152176
8.75E+00,0.199902101
8.75E+00,0.150253853
8.81E+00,0.099458982
8.81E+00,0.048014369
8.88E+00,-0.004188177
8.88E+00,-0.057296352
8.94E+00,-0.108406489
8.94E+00,-0.158316454
9.01E+00,-0.206565362
9.01E+00,-0.252198676
9.08E+00,-0.29435743
9.08E+00,-0.333877519
9.14E+00,-0.369368331
9.14E+00,-0.40115306
9.21E+00,-0.429087195
9.21E+00,-0.451522468
9.27E+00,-0.468971083
9.27E+00,-0.481459216
9.34E+00,-0.488983398
9.34E+00,-0.491438553
9.37E+00,-0.488787365
9.44E+00,-0.480862523
9.44E+00,-0.468051366
9.50E+00,-0.45026596
9.50E+00,-0.428299855
9.57E+00,-0.399838659
9.57E+00,-0.36908451
9.64E+00,-0.33342995
9.64E+00,-0.294068726
9.70E+00,-0.250637623
9.70E+00,-0.205416262
9.77E+00,-0.15841175
9.77E+00,-0.108705426
9.83E+00,-0.058804037
9.83E+00,-0.007745735
9.90E+00,0.042687238
9.90E+00,0.091836168
9.97E+00,0.138693655
9.97E+00,0.185268302
1.00E+01,0.22785164
1.00E+01,0.26826277
1.01E+01,0.305812662
1.01E+01,0.339860051
1.02E+01,0.37025024
1.02E+01,0.397481185
1.02E+01,0.419134603
1.02E+01,0.436825858
1.03E+01,0.450716936
1.03E+01,0.459157788
1.03E+01,0.462932747
1.04E+01,0.463230437
1.04E+01,0.458690797
1.05E+01,0.449353422
1.05E+01,0.435433565
1.05E+01,0.416935514
1.05E+01,0.395018605
1.06E+01,0.368436673
1.06E+01,0.338357596
1.07E+01,0.305283826
1.07E+01,0.269048013
1.07E+01,0.230204948
1.07E+01,0.188368494
1.08E+01,0.144568015
1.08E+01,0.100085603
1.09E+01,0.053926416
1.09E+01,0.006896094
1.09E+01,-0.039294099
1.09E+01,-0.085159124
1.10E+01,-0.128885842
1.10E+01,-0.17231114
1.11E+01,-0.213531344
1.11E+01,-0.252083902
1.11E+01,-0.288162978
1.11E+01,-0.321092092
1.12E+01,-0.350320466
1.12E+01,-0.37671901
1.13E+01,-0.398475024
1.13E+01,-0.415608274
1.13E+01,-0.428912746
1.14E+01,-0.437387031
1.14E+01,-0.441235753
1.14E+01,-0.440732207
1.14E+01,-0.435371359
1.15E+01,-0.424060052
1.15E+01,-0.41043234
1.15E+01,-0.390058579
1.16E+01,-0.367386246
1.16E+01,-0.339767628
1.16E+01,-0.3090534
1.17E+01,-0.272886888
1.17E+01,-0.235097339
1.17E+01,-0.194810181
1.17E+01,-0.152323451
1.18E+01,-0.107517065
1.18E+01,-0.063017403
1.19E+01,-0.016049112
1.19E+01,0.029041315
1.19E+01,0.073551536
1.19E+01,0.116659867
1.20E+01,0.158900323
1.20E+01,0.199922355
1.21E+01,0.237368688
1.21E+01,0.27274876
1.21E+01,0.304616642
1.21E+01,0.333640716
1.22E+01,0.358646257
1.22E+01,0.381064404
1.22E+01,0.398620143
1.23E+01,0.412670681
1.23E+01,0.421992219
1.24E+01,0.427935396
1.24E+01,0.429422066
1.24E+01,0.426291811
1.24E+01,0.419163604
1.25E+01,0.408213597
1.25E+01,0.393423966
1.26E+01,0.37472267
1.26E+01,0.352244714
1.26E+01,0.326929089
1.26E+01,0.298575789
1.27E+01,0.267129249
1.27E+01,0.232926212
1.28E+01,0.196113468
1.28E+01,0.157830336
1.28E+01,0.117954958
1.28E+01,0.076674097
1.29E+01,0.035301949
1.29E+01,-0.007205287
1.30E+01,-0.04999935
1.30E+01,-0.090884202
1.30E+01,-0.130841137
1.30E+01,-0.169800717
1.31E+01,-0.206997856
1.31E+01,-0.240912807
1.32E+01,-0.272764013
1.32E+01,-0.301495504
1.32E+01,-0.326923429
1.33E+01,-0.348443873
1.33E+01,-0.365543944
1.33E+01,-0.379233945
1.33E+01,-0.388262902
1.34E+01,-0.393195569
1.34E+01,-0.393661899
1.35E+01,-0.391222346
1.35E+01,-0.383453657
1.35E+01,-0.371200363
1.35E+01,-0.355477533
1.36E+01,-0.336362472
1.36E+01,-0.312482096
1.37E+01,-0.285882513
1.37E+01,-0.254744226
1.37E+01,-0.221535143
1.37E+01,-0.185383576
1.38E+01,-0.147697407
1.38E+01,-0.108359189
1.39E+01,-0.068226521
1.39E+01,-0.027072362
1.39E+01,0.013381954
1.39E+01,0.053760906
1.40E+01,0.092939394
1.40E+01,0.131067208
1.41E+01,0.16727686
1.41E+01,0.202634192
1.41E+01,0.234906592
1.41E+01,0.26437857
1.42E+01,0.291100704
1.42E+01,0.314630955
1.42E+01,0.335525849
1.43E+01,0.352780435
1.43E+01,0.36586147
1.44E+01,0.37527734
1.44E+01,0.381131973
1.44E+01,0.38295553
1.44E+01,0.38103128
1.45E+01,0.374796016
1.45E+01,0.365567989
1.46E+01,0.35292898
1.46E+01,0.336837374
1.46E+01,0.316578252
1.46E+01,0.294623597
1.47E+01,0.268300006
1.47E+01,0.240732166
1.48E+01,0.209910548
1.48E+01,0.177667194
1.48E+01,0.143376016
1.48E+01,0.107522033
1.49E+01,0.070959173
1.49E+01,0.033043163
1.49E+01,-0.004643509
1.49E+01,-0.042310296
1.50E+01,-0.07971814
1.50E+01,-0.115850673
1.51E+01,-0.150629498
1.51E+01,-0.184029092
1.51E+01,-0.215892859
1.52E+01,-0.244127179
1.52E+01,-0.270219878
1.52E+01,-0.291954824
1.52E+01,-0.311910446
1.53E+01,-0.328237042
1.53E+01,-0.340769451
1.54E+01,-0.349634644
1.54E+01,-0.353940158
1.54E+01,-0.35422737
1.54E+01,-0.351419841
1.55E+01,-0.344119041
1.55E+01,-0.332666775
1.56E+01,-0.318880291
1.56E+01,-0.300374104
1.56E+01,-0.278145731
1.56E+01,-0.253591052
1.57E+01,-0.225265649
1.57E+01,-0.195239279
1.58E+01,-0.163248925
1.58E+01,-0.127990258
1.58E+01,-0.092009687
1.58E+01,-0.05510436
1.59E+01,-0.01853365
1.59E+01,0.020117715
1.60E+01,0.057037678
1.60E+01,0.093927736
1.60E+01,0.128585632
1.60E+01,0.162258753
1.61E+01,0.19480272
1.61E+01,0.225252693
1.61E+01,0.252656276
1.62E+01,0.277772455
1.62E+01,0.299060221
1.63E+01,0.317865226
1.63E+01,0.333635489
1.63E+01,0.346392461
1.63E+01,0.35549906
1.64E+01,0.361113013
1.64E+01,0.363350503
1.65E+01,0.362389371
1.65E+01,0.357294027
1.65E+01,0.349655419
1.65E+01,0.338096067
1.66E+01,0.322886216
1.66E+01,0.305696341
1.67E+01,0.284980109
1.67E+01,0.262120893
1.67E+01,0.23630499
1.67E+01,0.209139744
1.68E+01,0.178501624
1.68E+01,0.146464192
1.69E+01,0.113995141
1.69E+01,0.079722785
1.69E+01,0.045481231
1.69E+01,0.009776161
1.70E+01,-0.025670522
1.70E+01,-0.060890184
1.70E+01,-0.093973382
1.71E+01,-0.126273491
1.71E+01,-0.156914322
1.72E+01,-0.185498423
1.72E+01,-0.212127441
1.72E+01,-0.237358953
1.72E+01,-0.258057614
1.73E+01,-0.276710605
1.73E+01,-0.291238421
1.74E+01,-0.303360735
1.74E+01,-0.311849798
1.74E+01,-0.316595043
1.74E+01,-0.317596919
1.75E+01,-0.315513228
1.75E+01,-0.309258718
1.76E+01,-0.299877925
1.76E+01,-0.286923959
1.76E+01,-0.270928437
1.76E+01,-0.251039648
1.77E+01,-0.229511662
1.77E+01,-0.204069448
1.78E+01,-0.176970639
1.78E+01,-0.147936255
1.78E+01,-0.11724276
1.78E+01,-0.084937004
1.79E+01,-0.051425971
1.79E+01,-0.016612035
1.80E+01,0.017510037
1.80E+01,0.051451234
1.80E+01,0.08440399
1.81E+01,0.115755704
1.81E+01,0.146102655
1.81E+01,0.175000689
1.81E+01,0.20177042
1.82E+01,0.226612397
1.82E+01,0.248629637
1.82E+01,0.268414009
1.82E+01,0.285183645
1.83E+01,0.299290099
1.83E+01,0.310759909
1.84E+01,0.319560419
1.84E+01,0.324137289
1.84E+01,0.326174742
1.84E+01,0.324225575
1.85E+01,0.319484516
1.85E+01,0.312128743
1.86E+01,0.300802319
1.86E+01,0.287313581
1.86E+01,0.270772334
1.86E+01,0.252159503
1.87E+01,0.230077955
1.87E+01,0.205901742
1.88E+01,0.180220995
1.88E+01,0.152066529
1.88E+01,0.122756752
1.88E+01,0.092027977
1.89E+01,0.060519502
1.89E+01,0.028481785
1.89E+01,-0.003532971
1.90E+01,-0.03539606
1.90E+01,-0.066734338
1.91E+01,-0.097213827
1.91E+01,-0.126846779
1.91E+01,-0.154515429
1.91E+01,-0.180256663
1.92E+01,-0.203658218
1.92E+01,-0.225667478
1.93E+01,-0.244803845
1.93E+01,-0.260940992
1.93E+01,-0.274180868
1.93E+01,-0.284792002
1.94E+01,-0.291427594
1.94E+01,-0.294165655
1.95E+01,-0.294307834
1.95E+01,-0.291395252
1.95E+01,-0.285613086
1.95E+01,-0.27654962
1.96E+01,-0.263882453
1.96E+01,-0.247935262
1.97E+01,-0.228977239
1.97E+01,-0.207636125
1.97E+01,-0.183727012
1.97E+01,-0.158799363
1.98E+01,-0.131082921
1.98E+01,-0.102391379
1.99E+01,-0.071101161
1.99E+01,-0.039290063
1.99E+01,-0.007568872
2.00E+01,0.02407909
2.00E+01,0.055807027
2.00E+01,0.087112892
2.00E+01,0.116580959
2.01E+01,0.145008913
2.01E+01,0.171792133
2.02E+01,0.197849791
2.02E+01,0.221076542
2.02E+01,0.241675636
2.02E+01,0.260317988
2.03E+01,0.276614229
2.03E+01,0.289686696
2.04E+01,0.300444807
2.04E+01,0.308115934
2.04E+01,0.313160889
2.04E+01,0.31431585
2.05E+01,0.312953984
2.05E+01,0.308718967
2.06E+01,0.301181251
2.06E+01,0.290452691
2.06E+01,0.277395609
2.06E+01,0.261696875
2.07E+01,0.244235496
2.07E+01,0.224430307
2.08E+01,0.201863176
2.08E+01,0.177688754
2.08E+01,0.152248802
2.08E+01,0.125581945
2.09E+01,0.098016442
2.09E+01,0.069246269
2.09E+01,0.040190548
2.10E+01,0.010370426
2.10E+01,-0.019074836
2.11E+01,-0.047688521
2.11E+01,-0.076783055
2.11E+01,-0.102450059
2.11E+01,-0.128577006
2.12E+01,-0.15272603
2.12E+01,-0.174888937
2.13E+01,-0.195315046
2.13E+01,-0.212231185
2.13E+01,-0.227454046
2.13E+01,-0.240080759
2.14E+01,-0.249042257
2.14E+01,-0.255720308
2.14E+01,-0.259045131
2.15E+01,-0.259751608
2.15E+01,-0.256698009
2.15E+01,-0.251784558
2.16E+01,-0.242874631
2.16E+01,-0.231339487
2.16E+01,-0.216643122
2.16E+01,-0.199798387
2.17E+01,-0.18012536
2.17E+01,-0.158044358
2.18E+01,-0.133875317
2.18E+01,-0.108667805
2.18E+01,-0.081725032
2.19E+01,-0.053656403
2.19E+01,-0.025248947
2.19E+01,0.004113381
2.19E+01,0.032777615
2.20E+01,0.061569039
2.20E+01,0.089720887
2.21E+01,0.116778135
2.21E+01,0.138352838
2.21E+01,0.160800229
2.21E+01,0.184154664
2.22E+01,0.206377092
2.22E+01,0.225455194
2.23E+01,0.241828385
2.23E+01,0.256418557
2.23E+01,0.268690064
2.23E+01,0.277501549
2.24E+01,0.28436335
2.24E+01,0.288142635
2.25E+01,0.289121775
2.25E+01,0.287554881
2.25E+01,0.282477079
2.25E+01,0.275163574
2.26E+01,0.265070412
2.26E+01,0.252386739
2.27E+01,0.237300533
2.27E+01,0.220470161
2.27E+01,0.201211681
2.27E+01,0.179855455
2.28E+01,0.157056076
2.28E+01,0.133342129
2.28E+01,0.107717239
2.29E+01,0.081091161
2.29E+01,0.054022377
2.30E+01,0.026776222
2.30E+01,-0.00012057
2.30E+01,-0.028851982
2.30E+01,-0.055987719
2.31E+01,-0.082264789
2.31E+01,-0.10697562
2.32E+01,-0.130524326
2.32E+01,-0.152450719
2.32E+01,-0.17286098
2.32E+01,-0.192013087
2.33E+01,-0.20814013
2.33E+01,-0.221713671
2.34E+01,-0.232817238
2.34E+01,-0.241621072
2.34E+01,-0.247138318
2.34E+01,-0.249794671
2.35E+01,-0.249660017
2.35E+01,-0.246383179
2.36E+01,-0.240634089
2.36E+01,-0.231565477
2.36E+01,-0.219234486
2.36E+01,-0.205346923
2.37E+01,-0.188902498
2.37E+01,-0.169514957
2.37E+01,-0.148952782
2.38E+01,-0.125811629
2.38E+01,-0.101507531
2.39E+01,-0.075988582
2.39E+01,-0.049460588
2.39E+01,-0.022480851
2.39E+01,0.005029281
2.40E+01,0.032284484
2.40E+01,0.059463124
2.41E+01,0.08609706
2.41E+01,0.111115438
2.41E+01,0.135342838
2.41E+01,0.157527237
2.42E+01,0.178655537
2.42E+01,0.197504695
2.43E+01,0.21545722
2.43E+01,0.231153675
2.43E+01,0.243864535
2.43E+01,0.255007184
2.44E+01,0.263361999
2.44E+01,0.268330581
2.45E+01,0.271558772
2.45E+01,0.2717715
2.45E+01,0.2691957
2.45E+01,0.264051358
2.46E+01,0.256793995
2.46E+01,0.24732115
2.47E+01,0.235528587
2.47E+01,0.220805513
2.47E+01,0.204400309
2.48E+01,0.186273126
2.48E+01,0.165562324
2.48E+01,0.144791931
2.48E+01,0.121932445
2.49E+01,0.098347091
2.49E+01,0.073931727
2.49E+01,0.048333916
2.49E+01,0.022910311
2.50E+01,-0.002774932
2.50E+01,-0.0278277
2.51E+01,-0.053086
2.51E+01,-0.077470515
2.51E+01,-0.100510524
2.51E+01,-0.121935417
2.52E+01,-0.141869531
2.52E+01,-0.160522446
2.53E+01,-0.176848066
2.53E+01,-0.190852071
2.53E+01,-0.202239919
2.53E+01,-0.211121616
2.54E+01,-0.217987307
2.54E+01,-0.222422029
2.55E+01,-0.223265173
2.55E+01,-0.222707013
2.55E+01,-0.218447504
2.55E+01,-0.211635874
2.56E+01,-0.202398324
2.56E+01,-0.190496582
2.56E+01,-0.17700326
2.57E+01,-0.161211689
2.57E+01,-0.142310429
2.58E+01,-0.121954084
2.58E+01,-0.101089865
2.58E+01,-0.077739921
2.58E+01,-0.053996293
2.59E+01,-0.029666554
2.59E+01,-0.00350091
2.60E+01,0.021810848
2.60E+01,0.047422574
2.60E+01,0.071542983
2.60E+01,0.09576195
2.61E+01,0.118461231
2.61E+01,0.141284943
2.62E+01,0.161374496
2.62E+01,0.180913689
2.62E+01,0.198962547
2.62E+01,0.214856916
2.63E+01,0.228191817
2.63E+01,0.239348837
2.64E+01,0.248180432
2.64E+01,0.255141559
2.64E+01,0.259209425
2.64E+01,0.262032798
2.65E+01,0.262217503
2.65E+01,0.259355981
2.66E+01,0.254600592
2.66E+01,0.247143822
2.66E+01,0.236615046
2.67E+01,0.223966128
2.67E+01,0.211018151
2.67E+01,0.19513494
2.67E+01,0.176593471
2.68E+01,0.1568763
2.68E+01,0.137027813
2.69E+01,0.115057007
2.69E+01,0.093010438
2.69E+01,0.069491984
2.69E+01,0.046376255